Setting_Name,Category,New_Category,Owner,Default,New_Description,Description
ALWAYS_ALLOW_ATTACHMENTS,User Management,,Admin,`buyers`,,"Comma-Separated list of groups. Any member of these groups will be allowed to add attachments to any req at any time, even after the req is converted to a PO."
ALWAYS_ALLOW_REQ_EDITS,User Management,,Power Users,,,"Comma separated list of User ID's or Group ID's that are allowed to modify any requisition at any time until it has been approved. You may also use ""$xxreq_buyer"" (without the quotes) as one of the entries in the list. This will allow the buyer that is listed on the requisition full update capability for the given requisition only. Asterisk indicates everyone, a blank indicates no one."
ALWAYS_ALLOW_REQ_EDIT_ORIGINATOR,User Management,,Power Users,,,The users listed here will be allowed to modify a requisition while it's being approved if the following scenarios are true: 1) They are listed as the originator or on behalf of. 2) They are an approver on the requisition. 3) They are listed in the ALWAYS_ALLOW_REQ_EDITS setting. This setting is sometimes necessary because iPurchase defaults to an originator or obo not being allowed to modify their own requisition even if they are listed in the ALWAYS_ALLOW_REQ_EDITS setting.  You may want to allow some users the ability to modify the requisition even if the above three scenarios are true.
BUDGET_ALLOW_NEW,User Management,,Admin,,,"Comma Separated list of User ID's or Group ID's who are allowed to create new budgets in iPurchase. Asterisk indicates everyone, a blank indicates no one."
CATALOG_ALLOW_EXPORT,User Management,,Admin,"`buyers,admin`",,"Comma Separated list of User ID's or Group ID's that are allowed to export catalogs.  Asterisk indicates everyone, a blank indicates no one."
CATALOG_ALLOW_IMPORT,User Management,,Admin,"`buyers,admin`",,"Comma Separated list of User ID's or Group ID's that are allowed to import catalogs.  Asterisk indicates everyone, a blank indicates no one."
CATALOG_REQUEST_ALLOW_IMPORT,User Management,,Admin,"`buyers,admin`",,"Comma Separated list of User ID's or Group ID's that can load a new approved catalog into iPurchase.  Asterisk indicates everyone, a blank indicates no one. This setting is related to CATALOG_ALLOW_IMPORT"
EMPLOYMENT_DEPT_LIST,User Management,,Admin,,,Comma-separated department codes. Valid departments for user employment records/profiles.
EMPLOYMENT_DIVISION_LIST,User Management,,Admin,,,Comma-separated division codes. Valid divisions for user employment records/profiles.
INQUIRY_ALLOW_NEW_VIEWS,User Management,,Admin,,,"Comma separated list of User ID's or Group ID's that are allowed to create new views in requisition inquiry. Asterisk indicates everyone, a blank indicates no one."
INQUIRY_ALLOW_VIEWS,User Management,,Admin,,,Comma separated list of User ID's or Group ID's that are allowed to see views.
LINE_VIEW_FIELDS,User Management,,Power Users,"`xxreqd_line_type:LT:1,full_item:Item:45,xxreqd_due_date:Due::center,xxreqd_acct::15:center,xxreqd_project,xxreqd_qty,xxreqd_cost`",,System default for which fields are displayed in the Requisition Item browse.
QAD_INTERFACE_USER,User Management,,Admin,,,Use this setting to set the User ID for integration to QAD. This user ID will be used in QAD to create PO's. This user must be enabled in iPurchase and QAD. This user would need to be created before a PO can be created from iPurchase.
RESTRICT_USER_ACCOUNTS,User Management,,Power Users,`FALSE`,,Is the Acct selection limited to those accounts defined in the user's profile? See RESTRICT_USER_DEPARTMENTS for more information on how to set the Acct field in User Maintenance
RESTRICT_USER_DEPARTMENTS,User Management,,Power Users,`FALSE`,,"Is the department selection limited to those departments defined in the user's profile?  If the value of this is True then in User Maintenance you should set up the ""Default Dept"" field as follows. The first comma-separated entry is the default department. The next set of comma-separated entries is a list of departments that are valid or invalid for the user. The logic works using the can-do Progress statement. A sample value can be 5521,!5622,56*,7*,!* This is interpreted as department 5521 is the default and is valid, department 5622 is not valid, any departments that begin with 56 (except 5622) are valid, any departments that begin with a 7 are valid, and finally, all other departments are invalid. You can also simply supply a list of valid departments. Ex: 2000,2010,2020 This would limit the choice to any of the three departments and uses 2000 as the default. If using the RT_[Requisition Type]_DEPT_RANGE setting to limit departments by requisition type, then in order for the department to be in the selection, it must be valid for both the user and the requisition type."
RESTRICT_USER_SUB_ACCOUNTS,User Management,,Power Users,`FALSE`,,Is the Sub Acct selection limited to those sub accounts defined in the user's profile? See RESTRICT_USER_DEPARTMENTS for more information on how to set the Sub Acct field in User Maintenance
USER_IMPORT_FOLDER,User Management,,Admin,,,Directory path on application server. Folder where user import files are placed for processing.
USER_PROFILE_FIELDS,User Management,,Admin,,,Comma-separated field names. Custom user profile fields to display/edit.
VIEW_DEPARTMENT_REQS,User Management,,Admin,`FALSE`,,TRUE | FALSE. Allow viewing reqs by department.
VIEW_REQS_DEPARTMENT,User Management,,Admin,`FALSE`,,TRUE | FALSE. Restrict viewing to user's department reqs.
VIEW_REQS_RESTRICTED_MODE,User Management,,Admin,`FALSE`,,TRUE | FALSE. Enable restricted mode for req viewing.
VIEW_SUPPLIER_DOCS,User Management,,Admin,"`buyers,admin`",,"True or False or list of users groups. Default value is blank. Will give the users access to the ""Contacts"" button in Requisition Workbench"
ALLOW_TEMP_VENDORS,Catalog & Vendors,,Purchasing,`FALSE`,,"TRUE | FALSE. If TRUE, allows use of temporary/unverified vendors on requisitions. If FALSE, temporary vendors are rejected."
APPROVED_SUPPLIERS_ONLY,Catalog & Vendors,,Purchasing,`FALSE`,,"TRUE | FALSE. If TRUE, only approved suppliers can be selected on requisitions. Enforces supplier approval workflow."
AUTO_ADD_SUPPLIER_MC_TYPES,Catalog & Vendors,,Purchasing,`PO`,,"In QAD master comments, there is a reference number to identify a master comment, if this reference number equals the suppler then the master comment will be added to the requisition automatically if the corresponding type of master comment is entered into this system setting."
AVL_REQ_TYPES,Catalog & Vendors,,Purchasing,,,"Comma-separated requisition types. Requisition types that require Approved Vendor List validation. Related: SIG_AVL_REQ_TYPES, USE_SIG_AVL"
CART_SINGLE_SUPPLIER,Catalog & Vendors,,Purchasing,`FALSE`,,"TRUE | FALSE. If TRUE, shopping cart is restricted to items from a single supplier. Mixed supplier carts are not allowed."
CATALOG_ACCESS_[Supplier NBR],Catalog & Vendors,,Admin,,,"Comma separated list of User ID's or Group ID's that have access to the specified supplier catalog. If this setting does not exist for a supplier, then everyone will have access to that supplier's catalog. The logic will ensure that only Suppliers that a user has access to will be allowed to be chosen in the catalog as well as in Requisition Line Maintenance (If manually ordering a catalog item)"
CATALOG_CAN_DELETE,Catalog & Vendors,,Admin,`admin`,,"Comma Separated list of User ID's or Group ID's that are allowed to delete catalogs.  Asterisk indicates everyone, a blank indicates no one."
CATALOG_CAN_RATE,Catalog & Vendors,,Purchasing,`FALSE`,,"TRUE | FALSE. If TRUE, users can rate catalog items. Related: CATALOG_SHOW_RATING"
CATALOG_CART_SHOW_DETAILS,Catalog & Vendors,,Admin,`TRUE`,,"This setting will show supplier, lead time, manufacturer, and UOM in the cart for a catalog if set to true."
CATALOG_DISPLAY_ROWS,Catalog & Vendors,,Power Users,`25`,,This setting will allow the administrator to decide how many rows of items to display on a catalog requisition.
CATALOG_EXCEPTION_REQ_TYPE,Catalog & Vendors,,Admin,,,"If left blank the catalog exception requisition type should be set to ""Catalog Exception"". The administrator can change the name of the requisition type assigned to 'Catalog Exception' in this setting."
CATALOG_EXCEPTION_USER,Catalog & Vendors,,Purchasing,,,Can-Do list. Users/groups exempt from catalog-only purchasing restrictions. Can create requisitions outside catalog.
CATALOG_ITEM_NBR_MATCH,Catalog & Vendors,,Power Users,`FALSE`,,"A user can search a catalog using either matches or contains criteria.  If set to True then the system will use the Match functionality. Matches:  If the item number is 12345 then you should be able to search by using 345. Contains: You have to use the beginning part of the item number i.e. ""123"". Contains is faster but only searches the beginning of the word. Matches is slow but will search anywhere in the item number. If you have thousands of catalog items in your database then this will make the searching unusable"
CATALOG_REQUEST_REQ_TYPE,Catalog & Vendors,,ISS,`Catalog Request`,,Technical - Do Not Modify
CATALOG_SHOW_DETAILS,Catalog & Vendors,,Admin,`TRUE`,,"If true, the catalog screen will display supplier, lead time, minimum quantity."
CATALOG_SHOW_PICTURES,Catalog & Vendors,,Admin,`TRUE`,,"If true, images of items will appear in catalogs."
CATALOG_SHOW_RATING,Catalog & Vendors,,Purchasing,`FALSE`,,"TRUE | FALSE. If TRUE, displays item ratings in catalog interface. Related: CATALOG_CAN_RATE"
CATALOG_SORT,Catalog & Vendors,,ISS,"`List:by uCatalog.uDomain by uCatalog.SupplierPart:Part Number (Ascending),by uCatalog.uDomain by uCatalog.SupplierPart desc:Part Number (Descending),by uCatalog.UnitPrice:Price (Low to High),by uCatalog.UnitPrice desc:Price (High to Low)`",,This setting gives the administrator the option to choose the sort by in a catalog requisition
CATALOG_USE_CART,Catalog & Vendors,,Admin,`*`,,"Comma Separated list of User ID's or Group ID's that will use the catalog functionality in the ""New Catalog Req"" screen. Asterisk indicates everyone, a blank indicates no one."
CAT_REJECT_TO_SUPPLIER,Catalog & Vendors,,Admin,`False `,,"If a catalog exception requisition is rejected, the supplier will receive an email if set to true."
CER_SECOND_SOURCE_AMOUNT,Catalog & Vendors,,Purchasing,,,Dollar amount. Threshold above which second source certification is required. Related to competitive bidding requirements.
DROP_SHIP_EXCLUDE_SUPPLIER_TYPES,Catalog & Vendors,,,,,Comma-Separated list of Supplier Types that should not show in the drop ship search. For example you may want to exclude employee addresses
NEW_SUPPLIER_NBRS,Catalog & Vendors,,,,,Comma separated list of supplier numbers which should not allow final approval.
PUNCHOUT_DISABLE_USERS,Catalog & Vendors,,Purchasing,,,Can-Do list. Users/groups who are NOT allowed to use punchout functionality.
PUNCHOUT_LEADTIME,Catalog & Vendors,,Admin,`3`,,The number of days to add to today's date in order to calculate the Need Date for the requisition header. Can change by supplier in Supplier Maintenance (iPurchase)
PUNCHOUT_NOFRAMES,Catalog & Vendors,,Admin,,,"iPurchase uses an HTML FRAMESET to display the Punchout website as well as the Return to iPurchase button at the top left. Some suppliers, like Amazon, will not allow the Return to iPurchase button on top. If the Punchout Supplier that you're working with does not allow the button, then add their Supplier Address Code in this setting as a comma-separated value."
PUNCHOUT_NO_ITEM_DESC,Catalog & Vendors,,Purchasing,`FALSE`,,"TRUE | FALSE. If TRUE, excludes item descriptions from punchout requests."
PUNCHOUT_REQ_TYPE,Catalog & Vendors,,Admin,,,This setting allows the administrator to globally set a default requisition type for punchout requisitions.
PUNCHOUT_REQ_TYPE_[supplier],Catalog & Vendors,,Admin,,,This setting allows the administrator to set a default requisition type by supplier for punchout requisitions.
PUNCHOUT_RETRY,Catalog & Vendors,,Purchasing,`3`,,Numeric. Number of retry attempts for failed punchout connections.
RT_CATALOG EXCEPTION_PP,Catalog & Vendors,,ISS,`catexceptload.p`,,Technical - Do Not Modify without consulting ISS
RT_VENDOR_ITEM_ONLY,Catalog & Vendors,,Admin,,,Comma separated list of requisition types which will mandate that an item selected to a requisition must exist in the vendor part cross-reference table in QAD.
SHOW_COST,Catalog & Vendors,,Purchasing,,,Can-Do list. Users allowed to see item costs.
SHOW_MARGIN,Catalog & Vendors,,Purchasing,,,Can-Do list. Users allowed to see profit margins.
SIG_AVL_REQ_TYPES,Catalog & Vendors,,Purchasing,,,"Comma-separated types. Types using signature-based approved vendor list. Related: AVL_REQ_TYPES, USE_SIG_AVL"
SUPPLIER_CONFIRMATION,Catalog & Vendors,,Purchasing,`FALSE`,,TRUE | FALSE. Require supplier PO confirmation.
SUPPLIER_PO_MERGE_ATTACHMENTS_EXCLUDE,Catalog & Vendors,,Purchasing,,,Comma-separated suppliers. Suppliers excluded from attachment merging.
SUPPLIER_SEARCH_MATCHES,Catalog & Vendors,,Admin,`FALSE`,,"If set to True then a user can search for a supplier using any character in the suppliers name.  If set to True, the supplier lookup will run slower."
USE_SIG_AVL,Catalog & Vendors,,Purchasing,`FALSE`,,TRUE | FALSE. Enable signature-based approved vendor list. Related: SIG_AVL_REQ_TYPES
VALIDATE_SUP_ITEM,Catalog & Vendors,,Purchasing,`FALSE`,,TRUE | FALSE. Validate that supplier carries the requested item.
VENDOR_ITEM_ONLY,Catalog & Vendors,,Purchasing,`FALSE`,,TRUE | FALSE. Restrict requisitions to items in vendor catalog only.
ACCOUNT_RANGE_CANDO,GL Accounts & Finance,,Finance,`*`,,"This is a comma separated list of accounts that can be used with iPurchase. The field uses the Progress �Can-Do� function. See Progress help if needed. A sample value can be 5521,!5622,56*,7*,!* This is interpreted as account 5521 is valid, account 5622 is not valid, any accounts that begin with 56 (except 5622) are valid, any accounts that begin with a 7 are valid, and finally, all other accounts are invalid. These can be further restricted by Requisition Type with other settings."
ACCOUNT_REQUIRE_PROJECT,GL Accounts & Finance,,Finance,,,A list of accounts which will always require a Project Code
ACCOUNT_SHOW_CUSTOMNOTE,GL Accounts & Finance,,Finance,`FALSE`,,Show the value CustomNote Field on the GL record - only for EE
ACCOUNT_SORT_BY_NAME,GL Accounts & Finance,,Power Users,`FALSE`,,A value of true will show the accounts sorted by name. Any other value will sort by number.
ARCHIVE_KEEP_YEARS,GL Accounts & Finance,,Finance,`3`,,The number of years to keep requisitions. Note: Pending Requisitions can't be archived.
BUDGET_ADMINISTRATOR,GL Accounts & Finance,,Admin,,,"Comma Separated list of User ID's or Group ID's who are allowed to maintain budgets in iPurchase. Asterisk indicates everyone, a blank indicates no one."
BUDGET_ASST_EDIT,GL Accounts & Finance,,Admin,`*`,,Allow the budget assistant managers specified in a budget the ability to modify the sub budgets. Assistant Managers can't modify the budget header.
BUDGET_HIDE_OTHER,GL Accounts & Finance,,Admin,`TRUE`,,Do not show nor use the Other column on Budgets.
BUDGET_MGR_EDIT,GL Accounts & Finance,,Admin,`*`,,Allow the budget manager specified in a budget the ability to modify the entire budget
BUDGET_MONTHLY_REPORT,GL Accounts & Finance,,Finance,,,Can-Do list. Users/groups allowed to access budget monthly reports. Automatically disabled in archive systems.
BUDGET_THRESHOLD_AMT,GL Accounts & Finance,,Power Users,,,Threshold amount added to defined budget amount before error that you can not create another item using that budget.
BUDGET_THRESHOLD_PCT,GL Accounts & Finance,,Power Users,,,Threshold pct added to defined budget amount before error that you can not create another item using that budget.
CODE_LIST_TAX_CLASS,GL Accounts & Finance,,Finance,`comma-separated list of tax classes. List: is not needed on this setting`,,
CODE_LIST_TAX_ENVIRONMENT,GL Accounts & Finance,,Finance,,,"LIST format. Dropdown values for tax environment field. Format: LIST:code:description,code:description"
CODE_LIST_TAX_USAGE,GL Accounts & Finance,,Finance,`comma-separated list of tax usage. List: is not needed on this setting`,,
COST_CENTER_REQUIRE_PROJECT,GL Accounts & Finance,,Finance,,,Can-Do list. Cost centers that require a project code. Validation error if project is blank for these cost centers.
DEFAULT_SUB_ACCOUNT,GL Accounts & Finance,,Finance,,,"The default sub account is used when creating requisition from catalogs and punchouts. The order in which iPurchase determines the sub account for a requisition created from a Punchout or Catalog is as follows: First it checks if an account or sub-account is setup for the UNSPSC code being ordered. If one is found then those are assigned. If none are found then it will use the Default_Account value (described above), and the setting in this Default_Sub_Account value. Lastly, if there are overrides at the requisition level (the codes which start ""RT"" below) then those are used and will override the UNSPSC settings."
DEFAULT_TAX_CLASS,GL Accounts & Finance,,,,,You can use this to set the Tax Class field in QAD. If set this will default for all Purchase Orders
DEFAULT_TAX_ENVIRONMENT,GL Accounts & Finance,,,,,You can use this to set the Tax Environment field in QAD. If set this will default for all Purchase Orders
DEFAULT_TAX_USAGE,GL Accounts & Finance,,,,,You can use this to set the Tax Usage field in QAD. If set this will default for all Purchase Orders.
DEPARTMENTS_USE_ORIG,GL Accounts & Finance,,Admin,`FALSE`,,"This setting allows the administrator to set the drop down list of departments at the line entry. If set to TRUE the list will be based on the originator.  If set to FALSE, the department is set based on the on behalf of field. User departments are defined in user maintenance. This setting is related to Restrict User Department."
DEPARTMENT_SORT_BY_NAME,GL Accounts & Finance,,Power Users,,,A value of true will show the departments sorted by name. Any other value will sort by number.
ESTIMATED_TAX_PERCENT,GL Accounts & Finance,,Finance,,,"If the taxable amounts need to figure into the approval rules, then use this setting to enter an estimate tax percentage that will be added on to all taxable requisition lines.  If 10% enter as ""10"""
ESTIMATED_TAX_PERCENT_[ship to code],GL Accounts & Finance,,Finance,,,"If the taxable amounts need to figure into the approval rules, then use this setting to enter an estimate tax percentage that will be added on to all taxable requisition lines based on specific ship to address"
GL_OVERRIDE,GL Accounts & Finance,,Finance,`FALSE`,,"If you set this setting to true, then all items entered in the line entry screen will have the account, sub-account, and cost center set to the values which QAD would dictate based on the vendor and item.  This setting will override all other account, sub-account, and cost center settings. This setting can also be at the requisition type level � see RT_[Requisition Type]_GL_Override"
OOF_LIMIT_BY_DEPT,GL Accounts & Finance,,Admin,`FALSE`,"Restricts delegation to same department. TRUE requires shared department, FIRST requires shared primary department. Default FALSE has no restriction.",A setting of True will only allow a user to delegate to another user who shares a same department. A setting of FIRST A setting will only allow a user to delegate to another user who is in the original users first dept listed
PROJECT_RANGE_CANDO,GL Accounts & Finance,,Finance,`*`,,Can-Do list. Valid project codes. Default * allows all.
REMOVE_ORIG,GL Accounts & Finance,,Finance,`TRUE`,,This setting does not allow the originator to be an approver for their own requisitions if set to true.
RT_REQUIRE_PROJECT,GL Accounts & Finance,,Finance,`Capital`,,List of requisition typles that require a project code.
RT_REQ_TAXABLE,GL Accounts & Finance,,Finance,,,"Comma-separated req types. Types where tax is calculated. If blank, all types are taxable."
SUB_ACCOUNTS_USE_ORIG,GL Accounts & Finance,,Finance,`FALSE`,,"TRUE | FALSE. If TRUE, uses originator's allowed sub-accounts instead of OBO's."
SUB_ACCOUNT_RANGE_CANDO,GL Accounts & Finance,,Finance,`*`,,This is the same as ACCOUNT_RANGE_CANDO except this applies to sub accounts. USE RT_....
SUB_ACCOUNT_SORT_BY_NAME,GL Accounts & Finance,,Power Users,,,True or False A value of TRUE will show the sub-accounts sorted by name. Any other value will sort by number.
TAX_CLASS_FIELD,GL Accounts & Finance,,Finance,,,[LEGACY/OBSOLETE] Field name for tax class in data upgrades. Commented out in code.
TAX_CUSTOMER,GL Accounts & Finance,,Finance,,,Default tax customer code for tax calculations.
TAX_USAGE_FIELD,GL Accounts & Finance,,Finance,,,[LEGACY/OBSOLETE] Field name for tax usage in data upgrades. Commented out in code.
USE_BUDGETS,GL Accounts & Finance,,Finance,`FALSE`,,[LEGACY/OBSOLETE] TRUE | FALSE. Enable budget functionality. Commented out in code - use BUDGET_USE_IAPPROVE instead.
USE_BUDGETS_AS_FORECAST,GL Accounts & Finance,,Admin,`FALSE`,,Allow full budget functionality but allow reqs to be created and processed even if overbudget.
ADMIN_IP,Security & Authentication,,Admin,,,"Comma-separated IP addresses. Restricts admin features to specific IP addresses. If blank, all IPs are allowed. Used for IP-based access control."
ALLOW_CHANGE_PASSWORD,Security & Authentication,,Admin,`*`,,"Comma separated list of User IDs or Group ID's that are allowed to change passwords. Asterisk indicates everyone, a blank indicates no one. This setting determines whether a user will have the option of changing their password."
ALLOW_MULTIPLE_SESSIONS,Security & Authentication,,Admin,`FALSE`,,"TRUE | FALSE. If TRUE, allows users to have multiple simultaneous login sessions. SECURITY RISK if enabled without proper controls."
FAILED_LOGIN_ATTEMPTS,Security & Authentication,,Power Users,`3`,,Identifies how many consecutive failed login attempts will be allowed before disabling a user
IGNORE_IPADDR_SECURITY,Security & Authentication,,IT,`TRUE`,,
IGNORE_PASSWORDS_ON_TEST,Security & Authentication,,IT,`TRUE`,,"TRUE | FALSE. When TRUE and the environment variable TEST_SYSTEM=TRUE, allows users to login with blank passwords. Used for dev/test environments to simplify testing without requiring password management. Only works when OS-level TEST_SYSTEM environment variable is also set to TRUE."
LOGIN_BACK_IN_OFFICE,Security & Authentication,,Power Users,`ASK`,,"If you currently have the Out-Of-Office setting on, this setting can automatically turn it off when you login. A setting of ""ASK"" will prompt the user if they want to turn off OOF, but only once every 12 hours."
LOGIN_GOTO_CATALOG,Security & Authentication,,Admin,,,"Comma Separated list of User ID's or Group ID's that will be directed to the catalog screen as their landing page. Asterisk indicates everyone, a blank indicates no one."
LOGIN_GOTO_MNT,Security & Authentication,,Power Users,`TRUE`,,"Comma separated list of User ID's or Group ID's that will always be logged into the requisition workbench. This only applies to non-approvers. Asterisk indicates everyone, a blank indicates no one."
LOGIN_HIDE_FORGOT_PASSWORD,Security & Authentication,,Admin,,,Hide the Forgot Password link on the login screen
LOGIN_HIDE_KEEP_ME_LOGGED_IN,Security & Authentication,,Admin,,,Hide the Keep me logged in link on the login screen
LOGIN_HIDE_REQUEST_ACCESS,Security & Authentication,,Admin,,,Hide the Request Access link on the login screen
LOGIN_LIMIT_TO,Security & Authentication,,Admin,,,"Comma separated list of User ID's or Group ID's that are allowed to login to the system. This setting is used for when putting the system in Admin mode (upgrade or new release). Asterisk indicates everyone, a blank indicates no one."
LOGIN_USE_AD,Security & Authentication,,Admin,,,Auto login user if using NTLM Active Directory security.
LOGIN_USE_AD_CMD,Security & Authentication,,Admin,,,Command for AD authentication validation.
LOGIN_USE_AD_URL,Security & Authentication,,Admin,,,URL for AD authentication service.
LOGIN_USE_SSO,Security & Authentication,,Admin,`FALSE`,,TRUE | FALSE. Enable SSO authentication.
LOGIN_VIEW_CONTENT,Security & Authentication,,Power Users,"`1,0,1`",,"This setting allows the administrator to turn off the recent news, events, and video sections from the login page.  To turn these functions off the administrator would need to change the default setting from 1,1,1 to 0,0,0.  With this setting the administrator can turn off all or just specific sections of the login page."
NO_PASSWORD_ON_APPROVE,Security & Authentication,,Admin,,"Controls who skips password prompt when approving. Uses Can-Do list format: asterisk (*) for no one prompted, blank for everyone prompted (default), or list of users who skip.","Comma separated list of User ID's or Group ID's that will not be prompted for their password when approving or rejecting a requisition.  Asterisk indicates everyone, a blank indicates no one."
NO_QAD_AUTHENTICATION,Security & Authentication,,Admin,`true`,,Do not use QAD passwords for users that are also in QAD. Let iPurchase manage those passwords.
PASSWORD_EXPIRE_DAYS,Security & Authentication,,Admin,`45`,Number of days a password is valid before forced change. Set to 0 to disable expiration. Default is 45 days.,This setting allows the administrator to set how often passwords need to be reset.
PASSWORD_REMINDER_DAYS,Security & Authentication,,Admin,`7`,,This setting allows the administrator to set how many days before the password expires to notify user when logging in.
PASSWORD_RESET_TIMEOUT,Security & Authentication,,Admin,,,Technical - Do Not Modify without consulting ISS
PASSWORD_RULES,Security & Authentication,,Admin,"`1,0,0,0,0,6,0`","Defines password complexity as a comma-separated list of 7 values: (1) require number, (2) require special char, (3) require number OR special char, (4) require uppercase, (5) require lowercase, (6) minimum length, (7) cannot reuse last X passwords. Example: 1,0,0,0,0,6,0 means require number, min 6 chars.","Comma-Separated list of preferences (no spaces). There are 7 entries in this field: 1. Require a number in the password 2. Require a non alpha-numeric character in the password 3. Require a number or non-alpha numeric character in the password 4. Require a capital letter 5. Require a lowercase letter 6. Minimum length of password 7. Cannot reuse the last x passwords. 0 or blank means all. The value should be formatted as a comma-separated list. A value of 0 represents false, a value of 1 represents true. Some samples: Require a number and the min password length is six characters: 1,0,0,0,0,6,0 Require a non-alpha and the min length is 5: 0,1,0,0,0,5,0 Require either a number or non-alpha and the min length is 8: 0,0,1,0,0,8,0 Require both a number and a non-alpha and the min length is 6: 1,1,0,0,0,6,0 Require both at least one upper and one lower case letter and the min length is 6: 0,0,0,1,1,6,0 Cannot reuse the last 5 passwords: 0,0,0,0,0,0,5"
REMOVE_SAVE_PASSWORD,Security & Authentication,,Admin,`FALSE`,,Removes the options of saving your password on the login screen. Users will need to enter their password every time.
SSO_CLIENT_REDIRECT_URL,Security & Authentication,,Admin,,,URL to redirect to after SSO authentication.
UNSAFE_ID_CHARACTERS,Security & Authentication,,Admin,,,Characters prohibited in user IDs and identifiers for security.
AUDIT_TABLE_EXCEPT,System Configuration,,Admin,,,"Comma-separated field names. Fields to exclude from audit trail for the specified table. Replace {TABLE} with actual table name (e.g., AUDIT_xxreq_mstr_EXCEPT). Used to reduce audit trail volume."
CODE_LIST_H_CREDIT_TERMS,System Configuration,,Admin,,,"LIST format. Dropdown values for credit terms. Format: LIST:code:description,code:description"
COMPANY_NAME,System Configuration,,Admin,,,"Company name displayed on reports, purchase orders, and printed documents."
DEFAULT_ACCT,System Configuration,,Admin,,,"The Default Account is used when creating requisition from catalogs and punchouts. The order in which iPurchase determines the account for a requisition created from a Punchout or Catalog is as follows: First it checks if an account or sub-account is setup for the UNSPSC code being ordered. If one is found then those are assigned. If none are found then it will use the Default_Account value in this setting, and the setting in the Default_Sub_Account value. Lastly, if there are overrides at the requisition level (the codes which start ""RT"" below) then those are used and will override the UNSPSC settings."
DEFAULT_BILLTO,System Configuration,,Finance,,,"The administrator can enter a default value for the ""Bill To"" field."
DEFAULT_BLANKET_CYCLE,System Configuration,,Purchasing,,,"After the administrator has added values to the CODE_LIST_H_BLANKET_CYCLE setting, they can add one of the values in that setting to this setting, to be the default value for the cycle code drop down menu on the blanket information tab on a requisition."
DEFAULT_CC,System Configuration,,Finance,,,Administrator can set the default Cost Center or Departments for Punchouts and Catalog orders.
DEFAULT_CURRENCY,System Configuration,,Finance,,,The administrator can set a default currency for iPurchase.  Must be a valid currency.
DEFAULT_FREIGHTTERMS,System Configuration,,Finance,,,"Administrator can set the default value for ""Who's Paying Freight"" field."
DEFAULT_LEADTIME,System Configuration,,Purchasing,`0`,,This setting will set the number of days to add to today's date in order to calculate the Need Date on the requisition header.
DEFAULT_REQTYPE,System Configuration,,Power Users,,,"In this setting the administrator can set the default value for ""Requisition Type"" field."
EA_EXPORT_FOLDER,System Configuration,,Admin,,,Directory path on application server. Folder where Enterprise Analytics export files are written.
EXCEL_EXPORT_APPROVALS,System Configuration,,Admin,`FALSE`,,"TRUE | FALSE. If TRUE, allows exporting approval data to Excel format."
FILE_UPLOAD_TYPES,System Configuration,,Admin,,,"Comma-separated file extensions. Allowed file types for document uploads (e.g., pdf,doc,docx,xlsx)."
JOB_RETRY_EMAIL_LAST,System Configuration,,Admin,`FALSE`,,"TRUE | FALSE. If TRUE, sends failure email only on final retry attempt rather than every failure."
LICENSE,System Configuration,,Admin,,,Software license key for iPurchase application.
NOTES_POPUP,System Configuration,,Admin,`FALSE`,,"TRUE | FALSE. If TRUE, displays notes in popup window instead of inline."
PRINT_COMMAND,System Configuration,,Admin,,,"OS command for printing documents (e.g., lp, lpr)."
SHOW_INVOICE_INQUIRY,System Configuration,,Admin,`FALSE`,,TRUE | FALSE. Show invoice inquiry link.
SHOW_PO_REV_ON_INQUIRY,System Configuration,,Admin,`FALSE`,,TRUE | FALSE. Show PO revision number on inquiry.
SHOW_PO_STATUS_ON_REQ_INQUIRY,System Configuration,,Admin,`FALSE`,,TRUE | FALSE. Show PO status on requisition inquiry.
SHOW_REQ_REV_ON_INQUIRY,System Configuration,,Admin,`FALSE`,,TRUE | FALSE. Show requisition revision on inquiry.
SHOW_SO_INQUIRY,System Configuration,,Admin,`FALSE`,,TRUE | FALSE. Show sales order inquiry link.
SMS_TO,System Configuration,,Admin,,,Phone numbers for SMS notifications.
TEST_SETTINGS,System Configuration,,Admin,,,"Comma-separated list of environment-specific settings that should be preserved when copying production database to dev/test. When production DB is copied down, these settings would be overwritten with prod values. Solution: On dev/test, these settings are exported to an XML dataset in the broker agent working directory. On agent startup (if TEST_SYSTEM env var is TRUE), the dataset is read and restores correct dev/test values. Default list includes: ALLOWED_DOMAINS, EMAILS_TO, SMS_TO, PO_PRINTER_OUTPUT_DIRECTORY, QAD_INTERFACE_USER, QAD_INTERFACE_PASSWORD, NO_QAD_AUTHENTICATION, LOGIN_USE_AD, LOGIN_USE_SSO, SSO_CHOICE, SSO_AUTHORIZATION_URL, SSO_CLIENT_ID, SSO_CLIENT_SECRET, SSO_LOGOFF_URL, SSO_TOKEN_URL, and AppSrvr Configuration records."
TEST_SYSTEM,System Configuration,,Admin,`FALSE`,DEPRECATED - Use OS environment variable TEST_SYSTEM=TRUE instead. This database setting is no longer used. Set the environment variable on your PASOE/AppServer instance to identify test/development systems.,⚠️ DEPRECATED - Use OS environment variable TEST_SYSTEM instead. This setting is no longer used. Set TEST_SYSTEM=TRUE as an environment variable on the broker/PASOE instance for dev/test environments.
